time,location,Y,total_sessions,total_carts,total_checkouts,total_orders_placed
2023-12-21,nayarit,Mexico,281,8,6,1
2023-12-21,colima,Mexico,226,13,12,2
2023-12-21,tlaxcala,Mexico,266,5,2,0
2023-12-22,mexico city,Mexico,15878,642,571,69
2023-12-22,méxico,Mexico,6587,228,224,25
2023-12-22,nuevo león,Mexico,5379,214,161,13
2023-12-22,jalisco,Mexico,6422,234,224,23
2023-12-22,veracruz,Mexico,2159,79,68,4
2023-12-22,guanajuato,Mexico,1632,68,48,5
2023-12-22,sinaloa,Mexico,1748,64,52,5
2023-12-22,puebla,Mexico,1884,79,63,6
2023-12-22,querétaro,Mexico,1428,62,39,6
2023-12-22,baja california,Mexico,1774,65,45,7
2023-12-22,chihuahua,Mexico,1219,43,45,4
2023-12-22,sonora,Mexico,1324,47,33,3
2023-12-22,coahuila,Mexico,1306,46,25,2
2023-12-22,tamaulipas,Mexico,1178,31,25,1
2023-12-22,yucatán,Mexico,1370,35,31,4
2023-12-22,quintana roo,Mexico,1250,64,59,4
2023-12-22,michoacán,Mexico,1035,38,29,3
2023-12-22,morelos,Mexico,689,14,16,2
2023-12-22,tabasco,Mexico,777,32,29,0
2023-12-22,guerrero,Mexico,400,10,9,0
2023-12-22,chiapas,Mexico,457,15,11,3
2023-12-22,san luis potosí,Mexico,566,26,13,0
2023-12-22,hidalgo,Mexico,514,40,29,11
2023-12-22,oaxaca,Mexico,268,12,10,0
2023-12-22,aguascalientes,Mexico,384,22,13,1
2023-12-22,zacatecas,Mexico,295,17,11,1
2023-12-22,baja california sur,Mexico,336,15,9,0
2023-12-22,durango,Mexico,354,18,9,0
2023-12-22,campeche,Mexico,283,10,9,4
2023-12-22,nayarit,Mexico,261,12,8,0
2023-12-22,colima,Mexico,239,3,3,1
2023-12-22,tlaxcala,Mexico,219,14,11,0
2023-12-23,mexico city,Mexico,16850,585,473,48
2023-12-23,méxico,Mexico,7529,255,215,24
2023-12-23,nuevo león,Mexico,4724,140,125,5
2023-12-23,jalisco,Mexico,5899,194,162,12
2023-12-23,veracruz,Mexico,2003,57,54,7
2023-12-23,guanajuato,Mexico,1614,67,46,2
2023-12-23,sinaloa,Mexico,1462,65,42,0
2023-12-23,puebla,Mexico,1685,39,33,2
2023-12-23,querétaro,Mexico,1311,44,30,2
2023-12-23,baja california,Mexico,1390,33,36,0
2023-12-23,chihuahua,Mexico,1143,31,20,4
2023-12-23,sonora,Mexico,1119,23,15,0
2023-12-23,coahuila,Mexico,1165,46,39,3
2023-12-23,tamaulipas,Mexico,1120,29,25,3
2023-12-23,yucatán,Mexico,1330,42,27,2
2023-12-23,quintana roo,Mexico,1180,58,41,1
2023-12-23,michoacán,Mexico,1013,30,26,1
2023-12-23,morelos,Mexico,690,24,21,0
2023-12-23,tabasco,Mexico,711,26,21,1
2023-12-23,guerrero,Mexico,411,13,8,4
2023-12-23,chiapas,Mexico,426,9,15,1
2023-12-23,san luis potosí,Mexico,487,10,15,2
2023-12-23,hidalgo,Mexico,575,30,31,10
2023-12-23,oaxaca,Mexico,290,8,12,2
2023-12-23,aguascalientes,Mexico,384,12,10,1
2023-12-23,zacatecas,Mexico,282,12,7,0
2023-12-23,baja california sur,Mexico,298,5,4,1
2023-12-23,durango,Mexico,266,9,9,0
2023-12-23,campeche,Mexico,291,6,1,0
2023-12-23,nayarit,Mexico,192,8,11,1
2023-12-23,colima,Mexico,198,4,6,0
2023-12-23,tlaxcala,Mexico,252,8,11,1
2023-12-24,mexico city,Mexico,6707,292,257,20
2023-12-24,méxico,Mexico,3148,129,135,17
2023-12-24,nuevo león,Mexico,2050,72,55,4
2023-12-24,jalisco,Mexico,2489,99,93,9
2023-12-24,veracruz,Mexico,1043,29,24,2
2023-12-24,guanajuato,Mexico,714,32,27,3
2023-12-24,sinaloa,Mexico,743,31,29,2
2023-12-24,puebla,Mexico,773,36,25,4
2023-12-24,querétaro,Mexico,595,25,25,1
2023-12-24,baja california,Mexico,690,17,17,0
2023-12-24,chihuahua,Mexico,500,12,8,1
2023-12-24,sonora,Mexico,545,16,12,0
2023-12-24,coahuila,Mexico,530,15,17,2
2023-12-24,tamaulipas,Mexico,514,14,17,3
2023-12-24,yucatán,Mexico,576,16,17,3
2023-12-24,quintana roo,Mexico,534,14,12,0
2023-12-24,michoacán,Mexico,510,24,19,0
2023-12-24,morelos,Mexico,382,13,23,2
2023-12-24,tabasco,Mexico,379,19,17,1
2023-12-24,guerrero,Mexico,203,10,7,0
2023-12-24,chiapas,Mexico,192,8,4,1
2023-12-24,san luis potosí,Mexico,180,12,7,0
2023-12-24,hidalgo,Mexico,269,11,12,1
2023-12-24,oaxaca,Mexico,155,1,5,0
2023-12-24,aguascalientes,Mexico,148,6,8,1
2023-12-24,zacatecas,Mexico,132,2,0,0
2023-12-24,baja california sur,Mexico,161,2,2,1
2023-12-24,durango,Mexico,146,9,8,1
2023-12-24,campeche,Mexico,170,8,5,0
2023-12-24,nayarit,Mexico,129,5,7,0
2023-12-24,colima,Mexico,95,1,1,0
2023-12-24,tlaxcala,Mexico,96,6,7,2
2023-12-25,mexico city,Mexico,5655,246,219,32
2023-12-25,méxico,Mexico,2909,114,128,24
2023-12-25,nuevo león,Mexico,1790,51,45,6
2023-12-25,jalisco,Mexico,2090,100,77,11
2023-12-25,veracruz,Mexico,1011,44,37,2
2023-12-25,guanajuato,Mexico,664,27,23,2
2023-12-25,sinaloa,Mexico,558,24,22,3
2023-12-25,puebla,Mexico,664,33,23,2
2023-12-25,querétaro,Mexico,527,28,29,3
2023-12-25,baja california,Mexico,553,13,9,0
2023-12-25,chihuahua,Mexico,468,19,13,4
2023-12-25,sonora,Mexico,410,9,3,0
2023-12-25,coahuila,Mexico,489,19,18,0
2023-12-25,tamaulipas,Mexico,526,17,14,1
2023-12-25,yucatán,Mexico,480,17,14,1
2023-12-25,quintana roo,Mexico,439,28,21,3
2023-12-25,michoacán,Mexico,410,17,21,3
2023-12-25,morelos,Mexico,332,13,14,2
2023-12-25,tabasco,Mexico,366,12,14,0
2023-12-25,guerrero,Mexico,209,6,6,0
2023-12-25,chiapas,Mexico,163,6,7,1
2023-12-25,san luis potosí,Mexico,181,3,5,1
2023-12-25,hidalgo,Mexico,216,9,8,1
2023-12-25,oaxaca,Mexico,103,5,3,0
2023-12-25,aguascalientes,Mexico,169,5,6,0
2023-12-25,zacatecas,Mexico,114,2,1,0
2023-12-25,baja california sur,Mexico,128,5,4,0
2023-12-25,durango,Mexico,100,2,1,0
2023-12-25,campeche,Mexico,125,9,8,1
2023-12-25,nayarit,Mexico,98,3,3,1
2023-12-25,colima,Mexico,78,1,2,0
2023-12-25,tlaxcala,Mexico,75,4,2,0
2023-12-26,mexico city,Mexico,7600,407,397,56
2023-12-26,méxico,Mexico,3694,192,216,30
2023-12-26,nuevo león,Mexico,2190,99,72,9
2023-12-26,jalisco,Mexico,2853,135,125,8
2023-12-26,veracruz,Mexico,1106,49,45,5
2023-12-26,guanajuato,Mexico,895,41,34,2
2023-12-26,sinaloa,Mexico,634,32,23,1
2023-12-26,puebla,Mexico,894,55,44,6
2023-12-26,querétaro,Mexico,691,38,43,5
2023-12-26,baja california,Mexico,598,21,14,0
2023-12-26,chihuahua,Mexico,499,16,6,1
2023-12-26,sonora,Mexico,549,23,19,2
2023-12-26,coahuila,Mexico,562,23,19,2
2023-12-26,tamaulipas,Mexico,541,19,14,2
2023-12-26,yucatán,Mexico,661,24,26,3
2023-12-26,quintana roo,Mexico,521,22,23,1
2023-12-26,michoacán,Mexico,572,29,18,0
2023-12-26,morelos,Mexico,349,13,12,1
2023-12-26,tabasco,Mexico,426,22,16,2
2023-12-26,guerrero,Mexico,176,7,4,2
2023-12-26,chiapas,Mexico,231,14,11,1
2023-12-26,san luis potosí,Mexico,223,12,9,2
2023-12-26,hidalgo,Mexico,364,23,28,3
2023-12-26,oaxaca,Mexico,135,10,8,0
2023-12-26,aguascalientes,Mexico,155,10,5,1
2023-12-26,zacatecas,Mexico,147,8,11,2
2023-12-26,baja california sur,Mexico,167,9,5,0
2023-12-26,durango,Mexico,155,2,1,0
2023-12-26,campeche,Mexico,170,8,2,1
2023-12-26,nayarit,Mexico,91,5,3,0
2023-12-26,colima,Mexico,96,5,5,1
2023-12-26,tlaxcala,Mexico,125,8,8,0
2023-12-27,mexico city,Mexico,8681,476,450,49
2023-12-27,méxico,Mexico,3935,223,217,21
2023-12-27,nuevo león,Mexico,2108,102,76,5
2023-12-27,jalisco,Mexico,2973,157,125,15
2023-12-27,veracruz,Mexico,1166,46,41,6
2023-12-27,guanajuato,Mexico,939,54,45,3
2023-12-27,sinaloa,Mexico,682,33,28,4
2023-12-27,puebla,Mexico,948,44,41,5
2023-12-27,querétaro,Mexico,642,34,27,3
2023-12-27,baja california,Mexico,715,21,19,4
2023-12-27,chihuahua,Mexico,632,17,16,4
2023-12-27,sonora,Mexico,583,29,19,0
2023-12-27,coahuila,Mexico,584,19,21,2
2023-12-27,tamaulipas,Mexico,534,24,16,0
2023-12-27,yucatán,Mexico,782,35,24,5
2023-12-27,quintana roo,Mexico,567,29,27,0
2023-12-27,michoacán,Mexico,523,24,23,3
2023-12-27,morelos,Mexico,369,14,13,1
2023-12-27,tabasco,Mexico,458,16,17,5
2023-12-27,guerrero,Mexico,227,8,9,0
2023-12-27,chiapas,Mexico,207,4,4,1
2023-12-27,san luis potosí,Mexico,241,13,12,0
2023-12-27,hidalgo,Mexico,369,28,35,14
2023-12-27,oaxaca,Mexico,150,3,1,0
2023-12-27,aguascalientes,Mexico,212,14,10,2
2023-12-27,zacatecas,Mexico,169,7,3,1
2023-12-27,baja california sur,Mexico,188,5,7,0
2023-12-27,durango,Mexico,146,2,1,0
2023-12-27,campeche,Mexico,177,12,10,1
2023-12-27,nayarit,Mexico,109,5,3,0
2023-12-27,colima,Mexico,110,12,7,0
2023-12-27,tlaxcala,Mexico,137,7,12,0
2023-12-28,mexico city,Mexico,9720,537,518,61
2023-12-28,méxico,Mexico,4573,242,248,27
2023-12-28,nuevo león,Mexico,2462,105,89,11
2023-12-28,jalisco,Mexico,3417,164,149,22
2023-12-28,veracruz,Mexico,1463,78,82,7
2023-12-28,guanajuato,Mexico,1153,75,73,7
2023-12-28,sinaloa,Mexico,807,38,28,1
2023-12-28,puebla,Mexico,1155,66,52,7
2023-12-28,querétaro,Mexico,868,33,26,5
2023-12-28,baja california,Mexico,744,17,12,1
2023-12-28,chihuahua,Mexico,596,21,22,2
2023-12-28,sonora,Mexico,613,30,20,2
2023-12-28,coahuila,Mexico,632,19,9,0
2023-12-28,tamaulipas,Mexico,631,23,19,1
2023-12-28,yucatán,Mexico,842,42,43,6
2023-12-28,quintana roo,Mexico,655,34,33,0
2023-12-28,michoacán,Mexico,631,25,23,3
2023-12-28,morelos,Mexico,509,33,23,1
2023-12-28,tabasco,Mexico,578,26,22,1
2023-12-28,guerrero,Mexico,299,15,14,3
2023-12-28,chiapas,Mexico,282,10,10,0
2023-12-28,san luis potosí,Mexico,290,11,7,0
2023-12-28,hidalgo,Mexico,408,27,24,7
2023-12-28,oaxaca,Mexico,179,9,5,1
2023-12-28,aguascalientes,Mexico,245,10,7,2
2023-12-28,zacatecas,Mexico,195,9,10,0
2023-12-28,baja california sur,Mexico,201,8,8,0
2023-12-28,durango,Mexico,157,7,5,0
2023-12-28,campeche,Mexico,235,11,13,2
2023-12-28,nayarit,Mexico,117,0,3,1
2023-12-28,colima,Mexico,125,12,5,1
2023-12-28,tlaxcala,Mexico,185,13,12,0
2023-12-29,mexico city,Mexico,9876,520,426,53
2023-12-29,méxico,Mexico,4579,249,241,18
2023-12-29,nuevo león,Mexico,2462,104,81,5
2023-12-29,jalisco,Mexico,3383,167,144,8
2023-12-29,veracruz,Mexico,1412,63,48,3
2023-12-29,guanajuato,Mexico,1169,52,50,6
2023-12-29,sinaloa,Mexico,841,26,19,2
2023-12-29,puebla,Mexico,1147,55,49,4
2023-12-29,querétaro,Mexico,831,44,33,5
2023-12-29,baja california,Mexico,782,23,21,3
2023-12-29,chihuahua,Mexico,570,23,16,3
2023-12-29,sonora,Mexico,645,27,21,1
2023-12-29,coahuila,Mexico,639,21,15,0
2023-12-29,tamaulipas,Mexico,692,14,13,1
2023-12-29,yucatán,Mexico,800,38,41,4
2023-12-29,quintana roo,Mexico,646,37,34,1
2023-12-29,michoacán,Mexico,700,29,23,0
2023-12-29,morelos,Mexico,487,15,12,1
2023-12-29,tabasco,Mexico,539,29,19,1
2023-12-29,guerrero,Mexico,307,16,15,1
2023-12-29,chiapas,Mexico,291,11,11,0
2023-12-29,san luis potosí,Mexico,300,9,11,2
2023-12-29,hidalgo,Mexico,429,28,25,4
2023-12-29,oaxaca,Mexico,164,5,2,0
2023-12-29,aguascalientes,Mexico,226,9,9,1
2023-12-29,zacatecas,Mexico,193,6,8,0
2023-12-29,baja california sur,Mexico,187,8,5,0
2023-12-29,durango,Mexico,153,2,7,1
2023-12-29,campeche,Mexico,224,10,6,0
2023-12-29,nayarit,Mexico,109,3,0,0
2023-12-29,colima,Mexico,122,4,3,0
2023-12-29,tlaxcala,Mexico,155,11,10,1
2023-12-30,mexico city,Mexico,10216,469,448,45
2023-12-30,méxico,Mexico,4856,254,250,35
2023-12-30,nuevo león,Mexico,2455,90,64,4
2023-12-30,jalisco,Mexico,3624,159,124,12
2023-12-30,veracruz,Mexico,1490,80,55,9
2023-12-30,guanajuato,Mexico,1243,65,62,10
2023-12-30,sinaloa,Mexico,855,37,21,5
2023-12-30,puebla,Mexico,1250,61,51,2
2023-12-30,querétaro,Mexico,886,40,34,4
2023-12-30,baja california,Mexico,867,24,19,1
2023-12-30,chihuahua,Mexico,566,24,13,0
2023-12-30,sonora,Mexico,613,23,16,4
2023-12-30,coahuila,Mexico,672,29,16,0
2023-12-30,tamaulipas,Mexico,647,17,16,0
2023-12-30,yucatán,Mexico,855,37,22,2
2023-12-30,quintana roo,Mexico,658,31,19,2
2023-12-30,michoacán,Mexico,706,22,28,4
2023-12-30,morelos,Mexico,505,11,17,2
2023-12-30,tabasco,Mexico,544,17,12,2
2023-12-30,guerrero,Mexico,342,18,13,1
2023-12-30,chiapas,Mexico,339,14,10,1
2023-12-30,san luis potosí,Mexico,294,14,10,0
2023-12-30,hidalgo,Mexico,438,26,25,8
2023-12-30,oaxaca,Mexico,143,3,5,1
2023-12-30,aguascalientes,Mexico,227,6,4,1
2023-12-30,zacatecas,Mexico,191,7,8,0
2023-12-30,baja california sur,Mexico,194,6,5,1
2023-12-30,durango,Mexico,167,10,8,0
2023-12-30,campeche,Mexico,253,10,9,3
2023-12-30,nayarit,Mexico,144,3,2,0
2023-12-30,colima,Mexico,136,3,4,0
2023-12-30,tlaxcala,Mexico,176,8,5,0
2023-12-31,mexico city,Mexico,8362,381,334,42
2023-12-31,méxico,Mexico,4121,184,205,23
2023-12-31,nuevo león,Mexico,2163,65,35,3
2023-12-31,jalisco,Mexico,3273,138,113,11
2023-12-31,veracruz,Mexico,1288,52,45,2
2023-12-31,guanajuato,Mexico,1134,53,46,5
2023-12-31,sinaloa,Mexico,682,22,15,1
2023-12-31,puebla,Mexico,977,40,41,5
2023-12-31,querétaro,Mexico,766,41,39,6
2023-12-31,baja california,Mexico,745,15,12,0
2023-12-31,chihuahua,Mexico,558,29,27,1
2023-12-31,sonora,Mexico,538,20,14,1
2023-12-31,coahuila,Mexico,562,15,15,0
2023-12-31,tamaulipas,Mexico,552,13,14,1
2023-12-31,yucatán,Mexico,728,34,24,2
2023-12-31,quintana roo,Mexico,554,19,18,0
2023-12-31,michoacán,Mexico,645,32,27,2
2023-12-31,morelos,Mexico,477,14,9,1
2023-12-31,tabasco,Mexico,471,19,10,1
2023-12-31,guerrero,Mexico,303,16,12,2
2023-12-31,chiapas,Mexico,275,4,5,0
2023-12-31,san luis potosí,Mexico,250,10,8,1
2023-12-31,hidalgo,Mexico,333,14,14,0
2023-12-31,oaxaca,Mexico,150,9,6,0
2023-12-31,aguascalientes,Mexico,218,9,9,1
2023-12-31,zacatecas,Mexico,194,5,10,0
2023-12-31,baja california sur,Mexico,178,7,4,1
2023-12-31,durango,Mexico,142,0,2,0
2023-12-31,campeche,Mexico,181,9,7,0
2023-12-31,nayarit,Mexico,134,9,3,0
2023-12-31,colima,Mexico,117,2,4,0
2023-12-31,tlaxcala,Mexico,148,17,16,0
2024-01-01,mexico city,Mexico,11783,438,366,37
2024-01-01,méxico,Mexico,6158,214,183,17
2024-01-01,nuevo león,Mexico,2997,91,69,5
2024-01-01,jalisco,Mexico,4522,156,118,11
2024-01-01,veracruz,Mexico,1888,55,49,7
2024-01-01,guanajuato,Mexico,1576,54,39,5
2024-01-01,sinaloa,Mexico,895,28,23,2
2024-01-01,puebla,Mexico,1449,53,37,2
2024-01-01,querétaro,Mexico,958,34,23,4
2024-01-01,baja california,Mexico,912,33,24,2
2024-01-01,chihuahua,Mexico,733,22,19,0
2024-01-01,sonora,Mexico,661,16,14,3
2024-01-01,coahuila,Mexico,849,25,18,2
2024-01-01,tamaulipas,Mexico,733,11,12,1
2024-01-01,yucatán,Mexico,1066,40,29,5
2024-01-01,quintana roo,Mexico,756,26,15,1
2024-01-01,michoacán,Mexico,1055,41,30,1
2024-01-01,morelos,Mexico,679,22,17,2
2024-01-01,tabasco,Mexico,668,19,10,0
2024-01-01,guerrero,Mexico,525,31,17,1
2024-01-01,chiapas,Mexico,406,15,13,2
2024-01-01,san luis potosí,Mexico,334,13,9,1
2024-01-01,hidalgo,Mexico,437,11,13,0
2024-01-01,oaxaca,Mexico,262,5,4,0
2024-01-01,aguascalientes,Mexico,310,9,6,0
2024-01-01,zacatecas,Mexico,260,4,5,0
2024-01-01,baja california sur,Mexico,240,9,8,1
2024-01-01,durango,Mexico,233,8,8,1
2024-01-01,campeche,Mexico,315,11,7,0
2024-01-01,nayarit,Mexico,170,8,6,1
2024-01-01,colima,Mexico,179,5,3,0
2024-01-01,tlaxcala,Mexico,185,9,9,0
2024-01-02,mexico city,Mexico,11003,620,530,75
2024-01-02,méxico,Mexico,5112,272,226,23
2024-01-02,nuevo león,Mexico,2684,116,88,6
2024-01-02,jalisco,Mexico,3705,183,162,22
2024-01-02,veracruz,Mexico,1602,76,58,7
2024-01-02,guanajuato,Mexico,1263,68,54,5
2024-01-02,sinaloa,Mexico,773,27,23,5
2024-01-02,puebla,Mexico,1169,41,44,5
2024-01-02,querétaro,Mexico,965,43,42,6
2024-01-02,baja california,Mexico,814,23,19,3
2024-01-02,chihuahua,Mexico,649,26,33,6
2024-01-02,sonora,Mexico,637,24,17,1
2024-01-02,coahuila,Mexico,700,25,16,2
2024-01-02,tamaulipas,Mexico,729,25,20,1
2024-01-02,yucatán,Mexico,855,31,29,3
2024-01-02,quintana roo,Mexico,626,28,27,1
2024-01-02,michoacán,Mexico,824,45,43,5
2024-01-02,morelos,Mexico,555,31,21,3
2024-01-02,tabasco,Mexico,674,25,19,5
2024-01-02,guerrero,Mexico,342,11,13,0
2024-01-02,chiapas,Mexico,356,22,15,0
2024-01-02,san luis potosí,Mexico,353,10,9,0
2024-01-02,hidalgo,Mexico,447,24,22,1
2024-01-02,oaxaca,Mexico,191,7,4,0
2024-01-02,aguascalientes,Mexico,226,11,11,2
2024-01-02,zacatecas,Mexico,233,13,10,1
2024-01-02,baja california sur,Mexico,195,5,3,1
2024-01-02,durango,Mexico,190,11,9,1
2024-01-02,campeche,Mexico,224,8,6,1
2024-01-02,nayarit,Mexico,117,9,5,1
2024-01-02,colima,Mexico,136,7,7,1
2024-01-02,tlaxcala,Mexico,181,12,14,2
2024-01-03,mexico city,Mexico,11726,602,545,68
2024-01-03,méxico,Mexico,5680,316,301,42
2024-01-03,nuevo león,Mexico,2876,122,103,17
2024-01-03,jalisco,Mexico,3849,195,164,21
2024-01-03,veracruz,Mexico,1756,94,78,10
2024-01-03,guanajuato,Mexico,1418,71,80,4
2024-01-03,sinaloa,Mexico,892,40,30,3
2024-01-03,puebla,Mexico,1371,70,58,5
2024-01-03,querétaro,Mexico,1053,63,44,4
2024-01-03,baja california,Mexico,888,31,25,3
2024-01-03,chihuahua,Mexico,714,27,20,0
2024-01-03,sonora,Mexico,697,37,16,2
2024-01-03,coahuila,Mexico,713,16,11,1
2024-01-03,tamaulipas,Mexico,748,27,21,2
2024-01-03,yucatán,Mexico,952,49,37,7
2024-01-03,quintana roo,Mexico,729,34,30,0
2024-01-03,michoacán,Mexico,813,45,37,3
2024-01-03,morelos,Mexico,605,20,18,1
2024-01-03,tabasco,Mexico,743,32,26,3
2024-01-03,guerrero,Mexico,348,21,22,3
2024-01-03,chiapas,Mexico,334,13,13,1
2024-01-03,san luis potosí,Mexico,345,23,13,2
2024-01-03,hidalgo,Mexico,473,29,29,12
2024-01-03,oaxaca,Mexico,210,13,10,0
2024-01-03,aguascalientes,Mexico,261,16,15,3
2024-01-03,zacatecas,Mexico,244,11,8,0
2024-01-03,baja california sur,Mexico,229,11,6,1
2024-01-03,durango,Mexico,176,11,5,0
2024-01-03,campeche,Mexico,282,13,15,5
2024-01-03,nayarit,Mexico,147,8,7,3
2024-01-03,colima,Mexico,151,9,9,1
2024-01-03,tlaxcala,Mexico,183,10,11,1
2024-01-04,mexico city,Mexico,11627,630,615,49
2024-01-04,méxico,Mexico,5375,279,289,32
2024-01-04,nuevo león,Mexico,2751,128,94,11
2024-01-04,jalisco,Mexico,3802,192,146,25
2024-01-04,veracruz,Mexico,1704,92,72,2
2024-01-04,guanajuato,Mexico,1328,70,66,5
2024-01-04,sinaloa,Mexico,851,39,31,6
2024-01-04,puebla,Mexico,1255,61,47,1
2024-01-04,querétaro,Mexico,1004,53,35,3
2024-01-04,baja california,Mexico,793,21,18,0
2024-01-04,chihuahua,Mexico,686,28,28,3
2024-01-04,sonora,Mexico,733,23,26,2
2024-01-04,coahuila,Mexico,714,21,33,3
2024-01-04,tamaulipas,Mexico,685,33,21,2
2024-01-04,yucatán,Mexico,833,47,33,6
2024-01-04,quintana roo,Mexico,689,40,37,4
2024-01-04,michoacán,Mexico,692,32,23,1
2024-01-04,morelos,Mexico,587,26,25,3
2024-01-04,tabasco,Mexico,672,20,15,2
2024-01-04,guerrero,Mexico,337,17,18,4
2024-01-04,chiapas,Mexico,333,24,20,1
2024-01-04,san luis potosí,Mexico,330,9,4,0
2024-01-04,hidalgo,Mexico,445,23,27,5
2024-01-04,oaxaca,Mexico,194,9,4,1
2024-01-04,aguascalientes,Mexico,250,13,5,0
2024-01-04,zacatecas,Mexico,194,5,3,1
2024-01-04,baja california sur,Mexico,207,12,12,1
2024-01-04,durango,Mexico,169,6,9,3
2024-01-04,campeche,Mexico,236,13,7,1
2024-01-04,nayarit,Mexico,121,5,4,1
2024-01-04,colima,Mexico,101,3,5,0
2024-01-04,tlaxcala,Mexico,178,11,8,0
2024-01-05,mexico city,Mexico,10212,459,411,56
2024-01-05,méxico,Mexico,4521,188,199,13
2024-01-05,nuevo león,Mexico,2592,102,76,12
2024-01-05,jalisco,Mexico,3503,151,133,13
2024-01-05,veracruz,Mexico,1661,75,53,8
2024-01-05,guanajuato,Mexico,1175,57,54,3
2024-01-05,sinaloa,Mexico,814,40,24,3
2024-01-05,puebla,Mexico,1220,52,42,3
2024-01-05,querétaro,Mexico,869,37,17,1
2024-01-05,baja california,Mexico,804,30,23,3
2024-01-05,chihuahua,Mexico,657,20,15,3
2024-01-05,sonora,Mexico,685,31,17,1
2024-01-05,coahuila,Mexico,671,27,20,1
2024-01-05,tamaulipas,Mexico,663,22,22,3
2024-01-05,yucatán,Mexico,859,31,34,3
2024-01-05,quintana roo,Mexico,724,42,32,2
2024-01-05,michoacán,Mexico,627,22,21,3
2024-01-05,morelos,Mexico,539,18,17,2
2024-01-05,tabasco,Mexico,622,29,23,2
2024-01-05,guerrero,Mexico,307,17,15,1
2024-01-05,chiapas,Mexico,346,9,12,2
2024-01-05,san luis potosí,Mexico,296,16,10,2
2024-01-05,hidalgo,Mexico,366,17,15,3
2024-01-05,oaxaca,Mexico,174,9,5,1
2024-01-05,aguascalientes,Mexico,209,7,9,0
2024-01-05,zacatecas,Mexico,189,12,9,0
2024-01-05,baja california sur,Mexico,206,9,8,1
2024-01-05,durango,Mexico,145,6,4,1
2024-01-05,campeche,Mexico,278,14,11,2
2024-01-05,nayarit,Mexico,99,7,5,0
2024-01-05,colima,Mexico,111,5,4,1
2024-01-05,tlaxcala,Mexico,165,10,5,0
2024-01-06,mexico city,Mexico,9977,441,411,62
2024-01-06,méxico,Mexico,4863,195,154,18
2024-01-06,nuevo león,Mexico,2710,110,86,14
2024-01-06,jalisco,Mexico,3441,149,125,18
2024-01-06,veracruz,Mexico,1699,73,64,8
2024-01-06,guanajuato,Mexico,1188,57,63,6
2024-01-06,sinaloa,Mexico,892,35,35,3
2024-01-06,puebla,Mexico,1268,58,43,4
2024-01-06,querétaro,Mexico,910,37,35,7
2024-01-06,baja california,Mexico,805,22,16,1
2024-01-06,chihuahua,Mexico,810,21,19,5
2024-01-06,sonora,Mexico,681,24,18,1
2024-01-06,coahuila,Mexico,576,29,29,6
2024-01-06,tamaulipas,Mexico,681,25,20,2
2024-01-06,yucatán,Mexico,858,41,31,6
2024-01-06,quintana roo,Mexico,673,32,28,3
2024-01-06,michoacán,Mexico,717,36,26,4
2024-01-06,morelos,Mexico,536,29,23,4
2024-01-06,tabasco,Mexico,664,23,15,3
2024-01-06,guerrero,Mexico,325,11,19,0
2024-01-06,chiapas,Mexico,312,7,13,1
2024-01-06,san luis potosí,Mexico,324,16,7,0
2024-01-06,hidalgo,Mexico,354,14,11,3
2024-01-06,oaxaca,Mexico,211,5,6,0
2024-01-06,aguascalientes,Mexico,246,15,10,2
2024-01-06,zacatecas,Mexico,219,10,10,1
2024-01-06,baja california sur,Mexico,199,11,8,0
2024-01-06,durango,Mexico,182,4,3,0
2024-01-06,campeche,Mexico,241,8,5,0
2024-01-06,nayarit,Mexico,144,1,3,0
2024-01-06,colima,Mexico,130,7,5,1
2024-01-06,tlaxcala,Mexico,158,3,4,2
2024-01-07,mexico city,Mexico,11918,469,353,49
2024-01-07,méxico,Mexico,6113,218,176,25
2024-01-07,nuevo león,Mexico,3454,114,72,5
2024-01-07,jalisco,Mexico,4169,167,116,15
2024-01-07,veracruz,Mexico,1986,94,78,9
2024-01-07,guanajuato,Mexico,1443,59,45,4
2024-01-07,sinaloa,Mexico,981,47,37,4
2024-01-07,puebla,Mexico,1447,75,50,5
2024-01-07,querétaro,Mexico,1089,48,36,4
2024-01-07,baja california,Mexico,1009,28,17,1
2024-01-07,chihuahua,Mexico,859,31,24,3
2024-01-07,sonora,Mexico,814,33,34,9
2024-01-07,coahuila,Mexico,850,32,36,4
2024-01-07,tamaulipas,Mexico,861,31,13,0
2024-01-07,yucatán,Mexico,948,39,31,1
2024-01-07,quintana roo,Mexico,888,46,29,2
2024-01-07,michoacán,Mexico,892,27,28,4
2024-01-07,morelos,Mexico,672,21,16,1
2024-01-07,tabasco,Mexico,699,30,20,1
2024-01-07,guerrero,Mexico,377,11,7,0
2024-01-07,chiapas,Mexico,418,23,19,1
2024-01-07,san luis potosí,Mexico,446,20,9,2
2024-01-07,hidalgo,Mexico,497,18,8,0
2024-01-07,oaxaca,Mexico,240,7,7,2
2024-01-07,aguascalientes,Mexico,317,16,19,0
2024-01-07,zacatecas,Mexico,247,10,7,1
2024-01-07,baja california sur,Mexico,236,8,6,1
2024-01-07,durango,Mexico,238,5,3,0
2024-01-07,campeche,Mexico,308,13,13,2
2024-01-07,nayarit,Mexico,158,2,4,1
2024-01-07,colima,Mexico,144,4,2,1
2024-01-07,tlaxcala,Mexico,197,2,2,0
2024-01-08,mexico city,Mexico,12084,491,397,64
