time,location,Y,carts,payment,purchase
2024-07-18,sonora,2112,137,91,8
2024-07-19,tlaxcala,384,25,23,2
2024-07-19,michoacán,1960,87,68,6
2024-07-19,yucatán,1962,110,65,10
2024-07-19,guerrero,890,39,33,5
2024-07-19,tamaulipas,1526,71,54,7
2024-07-19,san luis potosí,903,46,33,6
2024-07-19,sinaloa,2445,151,121,13
2024-07-19,zacatecas,501,20,17,2
2024-07-19,morelos,1413,71,62,10
2024-07-19,coahuila,2089,342,306,8
2024-07-19,jalisco,8897,504,371,62
2024-07-19,aguascalientes,752,44,35,10
2024-07-19,nuevo león,7511,469,317,48
2024-07-19,chihuahua,2100,144,89,9
2024-07-19,quintana roo,2063,119,85,10
2024-07-19,méxico,11137,535,424,67
2024-07-19,puebla,2629,146,105,7
2024-07-19,hidalgo,957,56,38,7
2024-07-19,querétaro,2297,134,93,12
2024-07-19,oaxaca,384,28,20,4
2024-07-19,nayarit,341,16,16,4
2024-07-19,durango,494,21,22,2
2024-07-19,colima,419,28,16,0
2024-07-19,baja california,1897,90,76,7
2024-07-19,mexico city,24083,1511,1261,153
2024-07-19,chiapas,726,42,32,4
2024-07-19,guanajuato,2894,135,107,11
2024-07-19,veracruz,2790,146,119,16
2024-07-19,campeche,477,31,19,3
2024-07-19,tabasco,1517,86,63,14
2024-07-19,baja california sur,456,37,20,3
2024-07-19,sonora,1948,115,77,7
2024-07-20,tlaxcala,389,24,18,5
2024-07-20,michoacán,1857,100,67,7
2024-07-20,yucatán,1956,100,55,12
2024-07-20,guerrero,787,39,22,4
2024-07-20,tamaulipas,1506,87,59,4
2024-07-20,san luis potosí,818,29,30,3
2024-07-20,sinaloa,2312,138,88,14
2024-07-20,zacatecas,474,22,14,3
2024-07-20,morelos,1389,68,73,16
2024-07-20,coahuila,2036,266,247,8
2024-07-20,jalisco,8608,513,340,60
2024-07-20,aguascalientes,689,37,19,3
2024-07-20,nuevo león,7306,425,314,47
2024-07-20,chihuahua,2117,117,91,14
2024-07-20,quintana roo,2076,125,84,9
2024-07-20,méxico,10950,517,371,50
2024-07-20,puebla,2503,133,104,14
2024-07-20,hidalgo,844,37,27,6
2024-07-20,querétaro,2237,113,71,8
2024-07-20,oaxaca,413,18,13,3
2024-07-20,nayarit,278,18,11,2
2024-07-20,durango,436,25,11,1
2024-07-20,colima,439,29,22,2
2024-07-20,baja california,1796,86,65,6
2024-07-20,mexico city,23167,1382,1107,132
2024-07-20,chiapas,739,46,43,6
2024-07-20,guanajuato,2945,160,119,16
2024-07-20,veracruz,2762,141,117,14
2024-07-20,campeche,471,20,15,3
2024-07-20,tabasco,1419,68,48,8
2024-07-20,baja california sur,461,32,26,4
2024-07-20,sonora,1993,114,76,5
2024-07-21,tlaxcala,432,19,15,3
2024-07-21,michoacán,1857,99,60,6
2024-07-21,yucatán,1986,97,63,5
2024-07-21,guerrero,853,48,37,3
2024-07-21,tamaulipas,1671,75,57,10
2024-07-21,san luis potosí,898,47,40,5
2024-07-21,sinaloa,2129,119,92,16
2024-07-21,zacatecas,502,20,22,3
2024-07-21,morelos,1465,63,43,5
2024-07-21,coahuila,2168,287,249,9
2024-07-21,jalisco,8438,491,333,46
2024-07-21,aguascalientes,651,30,24,5
2024-07-21,nuevo león,7377,413,291,49
2024-07-21,chihuahua,2142,96,67,6
2024-07-21,quintana roo,2095,92,72,12
2024-07-21,méxico,11467,547,424,74
2024-07-21,puebla,2612,112,83,16
2024-07-21,hidalgo,907,50,42,3
2024-07-21,querétaro,2257,131,87,16
2024-07-21,oaxaca,411,28,13,1
2024-07-21,nayarit,321,23,11,1
2024-07-21,durango,448,26,16,1
2024-07-21,colima,398,29,19,3
2024-07-21,baja california,1966,96,68,8
2024-07-21,mexico city,22862,1335,1133,140
2024-07-21,chiapas,766,49,41,4
2024-07-21,guanajuato,2927,154,107,10
2024-07-21,veracruz,2926,140,86,11
2024-07-21,campeche,529,22,16,3
2024-07-21,tabasco,1439,76,54,6
2024-07-21,baja california sur,445,32,14,0
2024-07-21,sonora,1947,100,61,9
2024-07-22,tlaxcala,463,30,19,3
2024-07-22,michoacán,2017,109,74,5
2024-07-22,yucatán,2230,140,108,17
2024-07-22,guerrero,972,48,37,5
2024-07-22,tamaulipas,1875,100,70,10
2024-07-22,san luis potosí,1080,64,50,4
2024-07-22,sinaloa,2599,168,135,20
2024-07-22,zacatecas,595,39,28,3
2024-07-22,morelos,1640,89,58,9
2024-07-22,coahuila,2409,352,314,13
2024-07-22,jalisco,9205,557,376,51
2024-07-22,aguascalientes,805,47,38,7
2024-07-22,nuevo león,8381,497,351,49
2024-07-22,chihuahua,2418,149,107,16
2024-07-22,quintana roo,2256,108,87,8
2024-07-22,méxico,11972,563,474,73
2024-07-22,puebla,2893,155,109,15
2024-07-22,hidalgo,997,44,40,4
2024-07-22,querétaro,2557,154,125,21
2024-07-22,oaxaca,500,24,16,2
2024-07-22,nayarit,369,39,27,3
2024-07-22,durango,458,24,18,2
2024-07-22,colima,466,25,16,4
2024-07-22,baja california,2233,141,97,8
2024-07-22,mexico city,26128,1549,1259,167
2024-07-22,chiapas,884,54,38,5
2024-07-22,guanajuato,3275,165,135,15
2024-07-22,veracruz,3305,167,128,12
2024-07-22,campeche,620,29,24,2
2024-07-22,tabasco,1700,99,87,10
2024-07-22,baja california sur,494,37,25,3
2024-07-22,sonora,2438,161,93,7
2024-07-23,tlaxcala,439,23,35,4
2024-07-23,michoacán,2245,117,75,10
2024-07-23,yucatán,2178,107,78,8
2024-07-23,guerrero,985,52,37,5
2024-07-23,tamaulipas,1828,98,65,9
2024-07-23,san luis potosí,989,41,35,7
2024-07-23,sinaloa,2659,152,109,19
2024-07-23,zacatecas,598,32,21,2
2024-07-23,morelos,1505,74,50,7
2024-07-23,coahuila,2441,346,308,12
2024-07-23,jalisco,9407,499,382,54
2024-07-23,aguascalientes,823,36,31,1
2024-07-23,nuevo león,8848,537,394,62
2024-07-23,chihuahua,2228,115,74,14
2024-07-23,quintana roo,2216,139,108,11
2024-07-23,méxico,12046,587,443,54
2024-07-23,puebla,2879,140,111,12
2024-07-23,hidalgo,944,53,50,5
2024-07-23,querétaro,2456,112,77,22
2024-07-23,oaxaca,407,15,20,4
2024-07-23,nayarit,329,14,13,2
2024-07-23,durango,488,15,15,2
2024-07-23,colima,441,20,9,1
2024-07-23,baja california,2001,95,60,6
2024-07-23,mexico city,25172,1426,1179,134
2024-07-23,chiapas,847,44,40,4
2024-07-23,guanajuato,3238,143,110,15
2024-07-23,veracruz,3147,164,128,10
2024-07-23,campeche,525,22,21,3
2024-07-23,tabasco,1635,74,68,9
2024-07-23,baja california sur,476,34,23,2
2024-07-23,sonora,2486,174,94,8
2024-07-24,tlaxcala,406,24,31,2
2024-07-24,michoacán,2427,169,104,18
2024-07-24,yucatán,2344,202,158,25
2024-07-24,guerrero,1120,73,51,11
2024-07-24,tamaulipas,1947,170,117,15
2024-07-24,san luis potosí,1023,92,70,10
2024-07-24,sinaloa,2584,207,121,18
2024-07-24,zacatecas,614,58,41,7
2024-07-24,morelos,1537,112,79,7
2024-07-24,coahuila,2674,399,344,26
2024-07-24,jalisco,9150,703,472,67
2024-07-24,aguascalientes,946,81,52,6
2024-07-24,nuevo león,9768,927,609,95
2024-07-24,chihuahua,2421,206,132,16
2024-07-24,quintana roo,2500,214,131,11
2024-07-24,méxico,12215,800,633,112
2024-07-24,puebla,2612,167,115,17
2024-07-24,hidalgo,946,58,65,8
2024-07-24,querétaro,2548,213,148,23
2024-07-24,oaxaca,437,33,27,4
2024-07-24,nayarit,419,39,29,4
2024-07-24,durango,512,38,22,1
2024-07-24,colima,469,54,34,3
2024-07-24,baja california,2087,170,105,13
2024-07-24,mexico city,24238,1880,1477,222
2024-07-24,chiapas,924,82,41,6
2024-07-24,guanajuato,3186,232,156,23
2024-07-24,veracruz,3005,225,157,19
2024-07-24,campeche,552,46,29,1
2024-07-24,tabasco,1707,131,101,18
2024-07-24,baja california sur,545,51,21,3
2024-07-24,sonora,2692,177,112,11
2024-07-25,tlaxcala,222,14,8,2
2024-07-25,michoacán,1009,52,56,6
2024-07-25,yucatán,1046,66,68,9
2024-07-25,guerrero,511,32,40,5
2024-07-25,tamaulipas,841,51,42,4
2024-07-25,san luis potosí,454,34,38,9
2024-07-25,sinaloa,1083,63,57,7
2024-07-25,zacatecas,272,14,17,1
2024-07-25,morelos,727,41,47,11
2024-07-25,coahuila,1204,231,230,7
2024-07-25,jalisco,4181,236,257,48
2024-07-25,aguascalientes,455,27,23,3
2024-07-25,nuevo león,3926,275,238,45
2024-07-25,chihuahua,1088,56,64,6
2024-07-25,quintana roo,1233,68,67,13
2024-07-25,méxico,6555,346,303,43
2024-07-25,puebla,1173,58,54,5
2024-07-25,hidalgo,470,31,37,7
2024-07-25,querétaro,1137,77,63,9
2024-07-25,oaxaca,196,13,9,1
2024-07-25,nayarit,183,9,6,1
2024-07-25,durango,231,20,16,3
2024-07-25,colima,198,13,7,1
2024-07-25,baja california,834,52,44,5
2024-07-25,mexico city,13002,940,891,105
2024-07-25,chiapas,377,26,20,0
2024-07-25,guanajuato,1438,76,80,12
2024-07-25,veracruz,1391,73,82,12
2024-07-25,campeche,289,13,8,2
2024-07-25,tabasco,932,36,40,5
2024-07-25,baja california sur,228,15,12,1
2024-07-25,sonora,1107,61,52,10
2024-07-26,tlaxcala,343,29,21,1
2024-07-26,michoacán,1811,103,85,12
2024-07-26,yucatán,1991,108,107,16
2024-07-26,guerrero,833,52,45,8
2024-07-26,tamaulipas,1610,99,64,9
2024-07-26,san luis potosí,887,54,37,6
2024-07-26,sinaloa,2192,165,112,18
2024-07-26,zacatecas,500,27,26,5
2024-07-26,morelos,1301,75,57,8
2024-07-26,coahuila,2147,311,281,14
2024-07-26,jalisco,7793,462,384,66
2024-07-26,aguascalientes,674,40,29,5
2024-07-26,nuevo león,7892,598,480,93
2024-07-26,chihuahua,1909,119,87,10
2024-07-26,quintana roo,1983,111,111,22
2024-07-26,méxico,9680,498,403,85
2024-07-26,puebla,2259,111,106,19
2024-07-26,hidalgo,784,36,35,10
2024-07-26,querétaro,2028,114,95,16
2024-07-26,oaxaca,361,26,24,4
2024-07-26,nayarit,336,18,15,4
2024-07-26,durango,399,23,19,1
2024-07-26,colima,365,14,11,2
2024-07-26,baja california,1752,112,82,7
2024-07-26,mexico city,20098,1238,1063,132
2024-07-26,chiapas,751,43,31,3
2024-07-26,guanajuato,2759,148,107,21
2024-07-26,veracruz,2520,146,126,14
2024-07-26,campeche,488,29,29,1
2024-07-26,tabasco,1436,88,55,11
2024-07-26,baja california sur,488,24,24,5
2024-07-26,sonora,1991,137,98,17
2024-07-27,tlaxcala,317,18,16,3
2024-07-27,michoacán,1516,89,72,11
2024-07-27,yucatán,1826,98,79,11
2024-07-27,guerrero,750,36,28,3
2024-07-27,tamaulipas,1563,88,58,5
2024-07-27,san luis potosí,785,40,21,5
2024-07-27,sinaloa,1994,140,92,14
2024-07-27,zacatecas,450,28,20,1
2024-07-27,morelos,1148,55,38,3
2024-07-27,coahuila,2068,310,270,15
2024-07-27,jalisco,6676,404,295,37
2024-07-27,aguascalientes,609,40,31,6
2024-07-27,nuevo león,7108,430,303,41
2024-07-27,chihuahua,1867,136,90,14
2024-07-27,quintana roo,1821,104,81,10
2024-07-27,méxico,9162,445,345,39
2024-07-27,puebla,2066,91,70,10
2024-07-27,hidalgo,780,46,43,10
2024-07-27,querétaro,1781,98,87,12
2024-07-27,oaxaca,386,21,16,4
2024-07-27,nayarit,317,25,17,2
2024-07-27,durango,439,25,20,4
2024-07-27,colima,341,24,15,3
2024-07-27,baja california,1688,88,68,9
2024-07-27,mexico city,18381,1199,1019,126
2024-07-27,chiapas,663,41,32,5
2024-07-27,guanajuato,2425,112,95,10
2024-07-27,veracruz,2343,101,99,9
2024-07-27,campeche,478,29,21,2
2024-07-27,tabasco,1319,86,55,9
2024-07-27,baja california sur,379,23,21,3
2024-07-27,sonora,1884,106,68,4
2024-07-28,tlaxcala,303,14,5,0
2024-07-28,michoacán,1382,82,56,14
2024-07-28,yucatán,1458,82,66,13
2024-07-28,guerrero,690,40,33,5
2024-07-28,tamaulipas,1329,68,63,10
2024-07-28,san luis potosí,740,48,38,3
2024-07-28,sinaloa,1826,131,84,7
2024-07-28,zacatecas,385,20,10,0
2024-07-28,morelos,1073,58,43,6
2024-07-28,coahuila,1905,270,245,8
2024-07-28,jalisco,6128,362,258,41
2024-07-28,aguascalientes,556,33,29,8
2024-07-28,nuevo león,6516,378,275,32
2024-07-28,chihuahua,1656,116,69,10
2024-07-28,quintana roo,1643,100,72,4
2024-07-28,méxico,8001,404,346,56
2024-07-28,puebla,1857,98,88,11
2024-07-28,hidalgo,679,32,21,4
2024-07-28,querétaro,1605,83,65,10
2024-07-28,oaxaca,335,18,16,1
2024-07-28,nayarit,243,15,13,2
2024-07-28,durango,349,20,16,1
2024-07-28,colima,346,26,21,1
2024-07-28,baja california,1560,86,72,5
2024-07-28,mexico city,16002,1107,1013,106
2024-07-28,chiapas,689,48,32,4
2024-07-28,guanajuato,2203,121,80,11
2024-07-28,veracruz,2139,132,89,16
2024-07-28,campeche,399,9,11,1
2024-07-28,tabasco,1284,64,42,8
2024-07-28,baja california sur,369,17,9,1
2024-07-28,sonora,1703,88,61,7
2024-07-29,tlaxcala,353,12,18,2
2024-07-29,michoacán,1625,79,59,7
2024-07-29,yucatán,1773,100,89,8
2024-07-29,guerrero,773,31,22,2
2024-07-29,tamaulipas,1487,60,39,3
2024-07-29,san luis potosí,831,33,42,5
2024-07-29,sinaloa,2153,112,68,8
2024-07-29,zacatecas,479,21,21,4
2024-07-29,morelos,1184,52,42,6
2024-07-29,coahuila,2124,303,264,6
2024-07-29,jalisco,6967,363,266,35
2024-07-29,aguascalientes,634,36,27,3
2024-07-29,nuevo león,6748,345,268,40
2024-07-29,chihuahua,1864,93,58,6
2024-07-29,quintana roo,1735,67,48,5
2024-07-29,méxico,9053,403,335,46
2024-07-29,puebla,2013,99,75,6
2024-07-29,hidalgo,764,26,23,3
2024-07-29,querétaro,1774,82,63,17
2024-07-29,oaxaca,344,15,12,2
2024-07-29,nayarit,304,12,12,1
2024-07-29,durango,387,19,15,2
2024-07-29,colima,362,22,14,2
2024-07-29,baja california,1687,73,48,6
2024-07-29,mexico city,18739,1034,906,101
2024-07-29,chiapas,695,38,25,1
2024-07-29,guanajuato,2396,107,78,6
2024-07-29,veracruz,2539,109,98,13
2024-07-29,campeche,435,24,22,1
2024-07-29,tabasco,1383,57,47,5
2024-07-29,baja california sur,438,25,20,2
2024-07-29,sonora,1841,93,59,6
2024-07-30,tlaxcala,271,12,10,0
2024-07-30,michoacán,1338,68,54,7
2024-07-30,yucatán,1645,63,75,8
2024-07-30,guerrero,656,32,28,5
2024-07-30,tamaulipas,1224,59,56,7
2024-07-30,san luis potosí,659,26,28,5
2024-07-30,sinaloa,1679,76,58,11
2024-07-30,zacatecas,373,17,14,1
2024-07-30,morelos,1024,37,29,3
2024-07-30,coahuila,1690,300,261,10
2024-07-30,jalisco,6293,325,266,37
2024-07-30,aguascalientes,516,29,32,6
2024-07-30,nuevo león,5807,311,256,36
2024-07-30,chihuahua,1553,77,77,9
2024-07-30,quintana roo,1570,72,59,10
2024-07-30,méxico,8014,367,337,48
2024-07-30,puebla,1789,76,80,7
2024-07-30,hidalgo,677,33,30,2
2024-07-30,querétaro,1560,67,61,4
2024-07-30,oaxaca,270,21,17,1
2024-07-30,nayarit,251,10,15,2
2024-07-30,durango,305,6,11,0
2024-07-30,colima,270,18,14,2
2024-07-30,baja california,1401,67,48,6
2024-07-30,mexico city,17015,1051,1026,104
2024-07-30,chiapas,640,28,27,1
2024-07-30,guanajuato,2002,94,90,16
2024-07-30,veracruz,1970,91,90,7
2024-07-30,campeche,368,21,20,3
2024-07-30,tabasco,1173,55,53,6
2024-07-30,baja california sur,360,24,14,1
2024-07-30,sonora,1494,79,67,10
2024-07-31,tlaxcala,302,11,10,1
2024-07-31,michoacán,1492,51,62,10
2024-07-31,yucatán,1799,93,86,10
2024-07-31,guerrero,721,27,16,2
2024-07-31,tamaulipas,1473,76,68,8
2024-07-31,san luis potosí,701,38,32,5
2024-07-31,sinaloa,1756,98,62,1
2024-07-31,zacatecas,398,14,13,2
2024-07-31,morelos,1207,46,38,6
2024-07-31,coahuila,1878,334,240,11
2024-07-31,jalisco,6748,330,276,38
2024-07-31,aguascalientes,543,28,27,0
2024-07-31,nuevo león,6659,371,269,35
2024-07-31,chihuahua,1728,84,58,8
2024-07-31,quintana roo,1694,84,68,10
2024-07-31,méxico,8358,402,351,58
2024-07-31,puebla,1863,97,94,9
2024-07-31,hidalgo,709,36,36,9
2024-07-31,querétaro,1688,91,63,13
2024-07-31,oaxaca,315,15,12,0
2024-07-31,nayarit,264,9,13,2
2024-07-31,durango,359,16,17,3
2024-07-31,colima,342,22,21,5
2024-07-31,baja california,1513,65,45,6
2024-07-31,mexico city,18043,1087,958,124
2024-07-31,chiapas,675,30,27,4
2024-07-31,guanajuato,2301,95,83,13
2024-07-31,veracruz,2123,88,77,9
2024-07-31,campeche,442,24,24,3
2024-07-31,tabasco,1314,76,60,11
2024-07-31,baja california sur,368,18,14,2
2024-07-31,sonora,1492,56,54,4
2024-08-01,tlaxcala,359,19,21,2
2024-08-01,michoacán,1817,71,47,4
2024-08-01,yucatán,1909,75,58,13
2024-08-01,guerrero,847,32,30,4
2024-08-01,tamaulipas,1570,59,47,2
2024-08-01,san luis potosí,811,42,19,2
2024-08-01,sinaloa,1960,74,45,4
2024-08-01,zacatecas,507,20,17,0
2024-08-01,morelos,1316,43,34,5
2024-08-01,coahuila,1925,159,148,7
2024-08-01,jalisco,7485,316,219,34
2024-08-01,aguascalientes,651,33,21,2
2024-08-01,nuevo león,7024,274,183,26
2024-08-01,chihuahua,1827,58,29,2
2024-08-01,quintana roo,1869,77,53,7
2024-08-01,méxico,9716,392,310,32
2024-08-01,puebla,2242,103,83,9
2024-08-01,hidalgo,828,34,21,2
2024-08-01,querétaro,1947,74,44,9
2024-08-01,oaxaca,475,24,19,2
2024-08-01,nayarit,324,18,10,1
2024-08-01,durango,401,18,10,2
2024-08-01,colima,369,15,10,1
2024-08-01,baja california,1756,70,42,5
2024-08-01,mexico city,20104,915,714,101
2024-08-01,chiapas,771,20,13,1
2024-08-01,guanajuato,2616,105,56,7
2024-08-01,veracruz,2706,106,65,8
2024-08-01,campeche,488,17,14,3
2024-08-01,tabasco,1469,61,48,7
2024-08-01,baja california sur,394,16,20,1
2024-08-01,sonora,1807,74,36,3
2024-08-02,tlaxcala,313,8,6,1
2024-08-02,michoacán,1559,62,28,0
2024-08-02,yucatán,1685,73,37,4
2024-08-02,guerrero,799,30,29,4
2024-08-02,tamaulipas,1407,61,27,3
2024-08-02,san luis potosí,745,20,11,0
2024-08-02,sinaloa,1891,89,39,5
2024-08-02,zacatecas,470,16,11,0
2024-08-02,morelos,1116,39,19,2
2024-08-02,coahuila,1751,243,157,3
2024-08-02,jalisco,6867,258,172,14
2024-08-02,aguascalientes,584,26,19,0
2024-08-02,nuevo león,6358,245,146,19
2024-08-02,chihuahua,1667,51,46,4
2024-08-02,quintana roo,1692,63,30,6
2024-08-02,méxico,8402,312,209,40
2024-08-02,puebla,2144,73,70,9
2024-08-02,hidalgo,728,28,18,3
2024-08-02,querétaro,1682,60,51,6
2024-08-02,oaxaca,383,14,4,0
2024-08-02,nayarit,303,6,2,1
2024-08-02,durango,399,14,14,0
2024-08-02,colima,342,19,9,1
2024-08-02,baja california,1684,71,24,2
2024-08-02,mexico city,17908,807,582,91
2024-08-02,chiapas,646,18,16,1
2024-08-02,guanajuato,2341,106,64,7
2024-08-02,veracruz,2523,100,60,8
2024-08-02,campeche,431,12,13,0
2024-08-02,tabasco,1315,48,30,4
2024-08-02,baja california sur,369,22,12,0
2024-08-02,sonora,1650,49,28,3
2024-08-03,tlaxcala,345,16,7,0
2024-08-03,michoacán,1547,58,34,3
2024-08-03,yucatán,1658,51,37,2
2024-08-03,guerrero,707,25,19,1
2024-08-03,tamaulipas,1330,46,28,3
2024-08-03,san luis potosí,710,20,17,3
2024-08-03,sinaloa,1782,76,48,7
2024-08-03,zacatecas,471,19,17,1
2024-08-03,morelos,1183,35,16,3
2024-08-03,coahuila,1706,250,36,2
2024-08-03,jalisco,6639,268,172,18
2024-08-03,aguascalientes,535,18,6,1
2024-08-03,nuevo león,6058,209,127,13
2024-08-03,chihuahua,1670,54,27,8
2024-08-03,quintana roo,1678,52,38,5
2024-08-03,méxico,8087,306,206,24
2024-08-03,puebla,2120,85,68,8
2024-08-03,hidalgo,730,24,15,3
2024-08-03,querétaro,1730,73,47,8
2024-08-03,oaxaca,356,17,9,0
2024-08-03,nayarit,310,16,5,2
2024-08-03,durango,403,13,3,0
2024-08-03,colima,332,14,7,0
2024-08-03,baja california,1709,48,24,1
2024-08-03,mexico city,16823,782,410,48
2024-08-03,chiapas,666,22,14,0
2024-08-03,guanajuato,2226,86,58,3
2024-08-03,veracruz,2371,94,54,8
2024-08-03,campeche,427,18,9,2
2024-08-03,tabasco,1348,37,21,3
2024-08-03,baja california sur,394,14,4,0
2024-08-03,sonora,1720,57,41,3
2024-08-04,tlaxcala,311,15,13,3
2024-08-04,michoacán,1419,52,29,2
2024-08-04,yucatán,1532,41,45,2
2024-08-04,guerrero,695,25,19,1
2024-08-04,tamaulipas,1274,42,33,2
2024-08-04,san luis potosí,646,25,11,5
2024-08-04,sinaloa,1567,49,19,4
2024-08-04,zacatecas,399,16,19,1
2024-08-04,morelos,1118,39,23,1
2024-08-04,coahuila,1613,231,39,3
2024-08-04,jalisco,6255,221,145,21
2024-08-04,aguascalientes,499,17,14,3
2024-08-04,nuevo león,5813,177,133,18
2024-08-04,chihuahua,1660,66,39,5
2024-08-04,quintana roo,1624,62,49,3
2024-08-04,méxico,7739,280,188,23
2024-08-04,puebla,1923,54,47,10
2024-08-04,hidalgo,667,30,26,2
2024-08-04,querétaro,1696,54,33,7
2024-08-04,oaxaca,342,13,8,2
2024-08-04,nayarit,247,12,14,2
2024-08-04,durango,362,19,5,0
2024-08-04,colima,331,14,11,1
2024-08-04,baja california,1634,50,28,2
2024-08-04,mexico city,16438,768,399,68
2024-08-04,chiapas,616,12,17,0
2024-08-04,guanajuato,2302,79,48,6
2024-08-04,veracruz,2185,73,66,3
2024-08-04,campeche,413,17,9,2
2024-08-04,tabasco,1204,31,30,3
2024-08-04,baja california sur,355,16,14,1
2024-08-04,sonora,1576,46,28,5
2024-08-05,tlaxcala,413,22,19,1
2024-08-05,michoacán,1887,76,41,7
2024-08-05,yucatán,1963,74,49,6
2024-08-05,guerrero,930,36,27,3
2024-08-05,tamaulipas,1445,41,30,5
2024-08-05,san luis potosí,861,26,19,3
2024-08-05,sinaloa,1871,63,31,1
2024-08-05,zacatecas,541,28,23,1
2024-08-05,morelos,1267,44,32,3
2024-08-05,coahuila,1850,208,134,5
2024-08-05,jalisco,7687,276,216,30
2024-08-05,aguascalientes,595,20,8,2
2024-08-05,nuevo león,6654,225,140,28
2024-08-05,chihuahua,1923,73,48,4
2024-08-05,quintana roo,1935,93,54,4
2024-08-05,méxico,9153,310,238,39
2024-08-05,puebla,2229,71,47,4
2024-08-05,hidalgo,813,28,23,4
2024-08-05,querétaro,1988,74,47,11
2024-08-05,oaxaca,428,14,15,1
2024-08-05,nayarit,354,13,20,3
2024-08-05,durango,380,13,7,0
2024-08-05,colima,357,4,7,0
2024-08-05,baja california,2134,76,34,3
2024-08-05,mexico city,19982,873,520,53
2024-08-05,chiapas,781,28,18,1
2024-08-05,guanajuato,2829,87,58,4
2024-08-05,veracruz,2571,79,45,6
2024-08-05,campeche,513,16,10,0
2024-08-05,tabasco,1402,51,31,7
2024-08-05,baja california sur,422,24,14,1
2024-08-05,sonora,1911,65,32,3
2024-08-06,tlaxcala,359,20,6,0
2024-08-06,michoacán,1625,65,51,9
2024-08-06,yucatán,1777,62,52,5
2024-08-06,guerrero,777,23,17,1
2024-08-06,tamaulipas,1334,46,22,4
2024-08-06,san luis potosí,699,29,20,0
2024-08-06,sinaloa,1660,76,32,4
2024-08-06,zacatecas,489,22,12,2
2024-08-06,morelos,1141,44,28,5
2024-08-06,coahuila,1703,239,216,3
2024-08-06,jalisco,6886,301,179,27
2024-08-06,aguascalientes,550,18,14,1
2024-08-06,nuevo león,6039,241,145,20
2024-08-06,chihuahua,1739,80,41,4
2024-08-06,quintana roo,1745,58,48,3
2024-08-06,méxico,8220,313,254,44
2024-08-06,puebla,2079,71,42,7
2024-08-06,hidalgo,744,26,16,1
2024-08-06,querétaro,1735,75,40,8
2024-08-06,oaxaca,427,16,11,1
2024-08-06,nayarit,299,16,18,3
2024-08-06,durango,371,14,8,1
2024-08-06,colima,305,16,2,0
2024-08-06,baja california,1765,67,36,3
2024-08-06,mexico city,18006,826,623,63
2024-08-06,chiapas,730,22,19,2
2024-08-06,guanajuato,2364,91,57,9
2024-08-06,veracruz,2408,99,74,7
2024-08-06,campeche,466,17,21,4
2024-08-06,tabasco,1447,59,36,2
2024-08-06,baja california sur,388,12,5,1
2024-08-06,sonora,1616,48,28,1
2024-08-07,tlaxcala,320,14,17,4
2024-08-07,michoacán,1490,56,44,6
2024-08-07,yucatán,1776,82,66,10
2024-08-07,guerrero,709,25,15,2
2024-08-07,tamaulipas,1294,70,36,2
2024-08-07,san luis potosí,723,31,20,1
2024-08-07,sinaloa,1681,77,42,5
2024-08-07,zacatecas,415,16,9,2
2024-08-07,morelos,1143,40,27,2
2024-08-07,coahuila,1700,297,266,5
2024-08-07,jalisco,6545,312,197,34
2024-08-07,aguascalientes,549,25,15,2
2024-08-07,nuevo león,5987,248,166,23
2024-08-07,chihuahua,1671,67,38,6
2024-08-07,quintana roo,1699,57,56,6
2024-08-07,méxico,7753,323,250,36
2024-08-07,puebla,1991,83,64,4
2024-08-07,hidalgo,779,46,30,5
2024-08-07,querétaro,1648,73,50,11
2024-08-07,oaxaca,383,20,12,1
2024-08-07,nayarit,264,15,10,0
2024-08-07,durango,340,17,19,1
2024-08-07,colima,335,16,8,1
2024-08-07,baja california,1693,51,31,4
2024-08-07,mexico city,17290,962,692,66
2024-08-07,chiapas,619,31,26,2
2024-08-07,guanajuato,2181,77,67,6
2024-08-07,veracruz,2233,106,71,6
2024-08-07,campeche,426,21,15,1
2024-08-07,tabasco,1410,60,50,7
